place_guess,latitude,longitude,positional_accuracy,place_town_name,place_county_name,place_state_name,species_guess,scientific_name
"S Cameron St, Winchester, VA, US",39.1826216667,-78.164575,35,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
Middletown,39.0022468567,-78.2384796143,35,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Old Valley Pike, Strasburg, VA, US",39.0043819973,-78.3394701297,40,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
Front Royal,38.9713134766,-78.047454834,35,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Boyce, VA 22620, USA",39.06502949,-78.06235321,3,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
Stephenson,39.2376213074,-78.1061935425,24,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Manassas National Battlefield Park, Manassas, VA, US",38.8268054696,-77.5094438811,5,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hillsboro, VA 20132, USA",39.1366167851,-77.7265491709,37349,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"1691 Millwood Rd, Boyce, VA 22620, USA",39.07342959,-78.04108728,9,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Biggs Dr, Front Royal, VA, US",38.9091383333,-78.16967,3,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
Lynchburg,37.3499946594,-79.1685256958,342,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.6769506925,-77.3780954623,17,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
Mackintosh Fruit Farm,39.1951037252,-78.0427390337,184,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Apple Pie Ridge Rd, Winchester, VA, US",39.2576466667,-78.181245,7,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Manassas, VA 20109, USA",38.8352583333,-77.5391805556,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hayfield, VA 22603, USA",39.2081666667,-78.1466444444,,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"White Post, Boyce, VA, US",39.061185369,-78.0664038185,69,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"North St NE, Leesburg, VA, US",39.1163778333,-77.5597083333,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harry Byrd Hwy, Round Hill, VA, US",39.1278195,-77.7873616667,30,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Boyce, VA 22620, USA",39.0646666667,-78.0636361111,,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Amherst St, Winchester, VA, US",39.1855866667,-78.1803966667,4,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"Wayne Dr, Winchester, VA, US",39.1686333333,-78.189025,10,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fairmont Ave, Winchester, VA, US",39.1953828585,-78.1676898669,2278,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"Ward Ave, Winchester, VA, US",39.1869866667,-78.2044966667,4,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Winchester, VA 22602, USA",39.170276,-78.0992426944,,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"State Arboretum of VA & Blandy Experm Farm, 400 Blandy Farm Ln, Boyce, VA 22620, USA",39.0642582,-78.0641588,188,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",39.1575447455,-78.191095683,23,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"I-81 S, Stephenson, VA, US",39.2429355719,-78.1155634393,5,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Northwestern Pike, Winchester, VA, US",39.1906185237,-78.2025963401,51,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blandy Farm Ln, Boyce, VA, US",39.05955,-78.0627361667,4,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Boyce, VA 22620, USA",39.0836789,-78.0842812,,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, USA",37.4315734,-78.6568942,378852,,Buckingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"White Post, VA 22663, USA",39.0502805556,-78.1511777778,,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Powhatan Ln, Boyce, VA, US",39.0783477668,-78.0476657488,17,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Millwood Pike, Winchester, VA, US",39.1604195,-78.1544888333,6,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Mackenzie Ln, Stephenson, VA, US",39.1902212318,-78.1059970251,56,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Powhatan Ln, Boyce, VA, US",39.0783334757,-78.046899559,17,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Herndon, VA 20191, USA",38.9350111111,-77.3387277778,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Haymarket, VA 20169, USA",38.8819888889,-77.6893694444,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Winchester, VA, US",39.16878,-78.0875695,4,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hayfield, VA 22603, USA",39.209763,-78.149681,,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Winchester, VA 22601, USA",39.1857339722,-78.1798419722,,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"White Post, VA 22663, USA",39.0504055556,-78.1532944444,,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Pale Rose Loop, Bristow, VA, US",38.7353617559,-77.56720257,5,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Kernstown Commons Blvd, Winchester, VA, US",39.1186221667,-78.1946966667,45,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Kernstown Commons Blvd, Winchester, VA, US",39.1211445,-78.1951216667,35,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hayfield, VA 22603, USA",39.2177472222,-78.1370222222,,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"N Loudoun St, Winchester, VA, US",39.1847133333,-78.1653583333,4,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
Front Royal,38.9709777832,-78.0476531982,186,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Boyce, VA 22620, USA",39.0600832899,-78.0627191439,87,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Tudor Ct NE, Leesburg, VA, US",39.1216352139,-77.5606335847,36,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
Berryville,39.1541137695,-77.8991165161,6940,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
Stephens City,39.14686203,-78.2644958496,1246,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Russell Rd, Berryville, VA, US",39.1945253,-78.0432035,45,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Clarke County, VA, USA",39.0623666667,-78.0722888889,52,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Boyce, VA 22620, USA",39.063499,-78.0629229722,,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Valley Ave, Winchester, VA, US",39.1468579229,-78.1898979285,5,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hayfield, VA 22603, USA",39.1882333333,-78.1257694444,,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Spring St, Winchester, VA, US",39.16773,-78.1641305,7,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"S Pleasant Valley Rd, Winchester, VA, US",39.1676866667,-78.1641083333,8,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"Madison Heights, VA, US",37.4866309346,-79.1287052033,122643,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Liberty University, Lynchburg, VA, USA",37.3522413237,-79.1804730892,6,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Liberty University, Lynchburg, VA, USA",37.3522106741,-79.1804657131,5,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Amherst & Stewart, Winchester, VA 22601, USA",39.18591345,-78.16871141,7,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"Morgan Ford Rd, Front Royal, VA, US",38.9708533333,-78.1223833333,10,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hawkeye Run Ct, Bristow, VA, US",38.74765,-77.55168,3,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Gateway Dr, Winchester, VA, US",39.1860866667,-78.1320583333,4,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Boyce, VA 22620, USA",39.0837418997,-78.0844170997,,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hayfield, VA 22603, USA",39.202041,-78.1534259722,,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Berryville, VA, US",39.1772633333,-78.0513916667,3000,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Chapel View Dr, Front Royal, VA, US",38.9493845018,-78.1329662865,75,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Markham, VA 22643, USA",38.9937805556,-77.9834972222,,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Stephens City, VA, US",39.10102309,-78.2185595156,305,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Martinsburg Pike, Winchester, VA, US",39.2020633333,-78.1534416667,4,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
The Homestead Farm at Fruit Hill Orchard LLC,39.2310244852,-78.1993502006,192,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Winchester, VA 22602, USA",39.1859277093,-78.2043206692,18,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"S Loudoun St, Winchester, VA, US",39.1832283333,-78.1663278333,21,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"Clearbrook Park, Clear Brook, VA, US",39.2537001148,-78.0949869566,5,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"North Highland, Arlington, VA, USA",38.8965370276,-77.0860661566,121,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rosewood Ln, Winchester, VA, US",39.1394305,-78.1931616667,5,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Liberty University, Lynchburg, VA, USA",37.3502777778,-79.1805555556,,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Wegmans Way, Charlottesville, VA, US",38.009168082,-78.5008012411,9,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"N Delphine Ave, Waynesboro, VA, US",38.0885990526,-78.8639099113,372,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"N Frederick Pike, Winchester, VA, US",39.2154096883,-78.1918786401,9,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hayfield, VA 22603, USA",39.2152744299,-78.1917629018,6,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hayfield, VA 22603, USA",39.1927777778,-78.2065916667,,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Campbell County, VA, USA",37.3400166667,-79.1988666667,4,,Campbell,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shickle Ln, Gore, VA, US",39.257458208,-78.3061698801,114,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Frederick County, VA, USA",39.2173317859,-78.1359466283,31,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lord Fairfax Hwy, Boyce, VA, US",39.0840719033,-78.0841145736,168,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shickle Ln, Gore, VA, US",39.2573355743,-78.3062410341,8,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"National Ave, Winchester, VA, US",39.18475,-78.1566861667,8,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"Campbell County, VA, USA",37.3399861111,-79.1988444444,8,,Campbell,Virginia,Spotted Lanternfly,Lycorma delicatula
"University of Lynchburg, Lynchburg, VA, US",37.3974146331,-79.1799334526,9,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"University of Lynchburg, Lynchburg, VA, US",37.397075,-79.18228,4,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA 22827, USA",38.4110208912,-78.5816967487,6,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.7900061012,-77.5695178015,53,,Manassas,Virginia,Spotted Lanternfly,Lycorma delicatula
"Mount Weather, VA 22611, USA",39.0946184456,-77.9832932353,1706,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Haymarket, VA 20169, USA",38.8166063908,-77.6435250789,63,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lynchburg, VA 24502, USA",37.3590553442,-79.185870029,31,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Linden, VA 22642, USA",38.8886805556,-78.0838388889,,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Front Royal, VA 22630, USA",38.9248218847,-78.1670004129,23,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blandy Farm Ln, Boyce, VA, US",39.0613028333,-78.0645,10,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"S Indian Alley, Winchester, VA, US",39.1837216667,-78.1665416667,18,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sky Meadows State Park, Paris, VA, US",38.9946216667,-77.9698116667,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Cedar Creek Grade, Winchester, VA, US",39.1470139102,-78.2647992858,7,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Winchester Gateway, Winchester, VA, US",39.1863966667,-78.1312416667,4,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Cedar Creek Grade, Winchester, VA, US",39.1469945,-78.2641616667,7,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Long Meadow Rd, Middletown, VA, US",38.9960188081,-78.2993518752,49,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Neabsco Rd, Woodbridge, VA, US",38.5990306456,-77.2579898872,10,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Paris, VA, US",39.0017277833,-77.9747616667,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Meadows North Dr, Elkton, VA, US",38.4420383333,-78.5980833333,11,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",39.1139541538,-78.1012394979,389,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County Fairgrounds, Front Royal, VA, US",39.0061947098,-78.1672481821,5,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Loudoun St SE, Leesburg, VA, US",39.1140083643,-77.5639842544,5,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Parker Ln, Bluemont, VA, US",39.1304790107,-77.8775746642,4,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Loudoun County, US-VA, US",39.1124842609,-77.5661691651,8,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Castleman Rd, Berryville, VA, US",39.1513909962,-77.900527963,51,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rosemont Manor Ln, Berryville, VA, US",39.1563916667,-77.9953616667,14,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"W Main St, Berryville, VA, US",39.16645,-78.0014333333,9,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
Front Royal,38.9540290833,-78.1997451782,1241,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Auburn Rd, Berryville, VA, US",39.1521792158,-77.8986209417,22,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"W Leigh St, Richmond, VA, US",37.570295,-77.4749,8,,Richmond city,Virginia,Spotted Lanternfly,Lycorma delicatula
Berryville,39.1350708008,-77.9327774048,6,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Central Business District, Lynchburg, VA 24504, USA",37.4127162388,-79.1408756375,36586,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Winchester, VA 22601, USA",39.1953393423,-78.1663069174,31,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"Winchester, VA 22601, USA",39.1860952002,-78.1805698422,112,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"Peeper Ln, Winchester, VA, US",39.3118466667,-78.1585695,35,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
Winchester,39.2174072266,-78.1398773193,48,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
Haymarket,38.81407547,-77.6732177734,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Church St SE, Leesburg, VA, US",39.1138695,-77.5634783333,5,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
Winchester,39.1828613281,-78.1661682129,40,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
Winchester,39.1522216797,-78.2590866089,22226,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blandy Farm Ln, Boyce, VA, US",39.0648905854,-78.0644950646,74,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Page County, US-VA, US",38.5045764023,-78.6345842108,8,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Clarke County, VA, USA",39.0998909112,-77.8774091689,122,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Clarke County, VA, USA",39.0998636445,-77.8774636994,15,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
State Arboretum of Virginia,39.0642581923,-78.0641588196,188,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Loudoun St SW, Leesburg, VA, US",39.1147355375,-77.5663994461,43,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Winchester, VA 22601, USA",39.1794701027,-78.198656179,8,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"Chinkapin Rd, Rustburg, VA, US",37.3351366667,-79.1592111667,11,,Campbell,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynes Ln, Stephens City, VA, US",39.0435195,-78.2312783333,26,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
Rod Hollow Shelter,39.0476255823,-77.9442090914,190,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Clearbrook Park, Clear Brook, VA, US",39.2540633333,-78.0936583333,5,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hillsboro, VA 20132, USA",39.288025,-77.7322166667,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lookout Pointe Dr, Moneta, VA, US",37.0967380151,-79.6398664692,52,,"Franklin County, US, VA",Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.8262452404,-77.0375822739,16,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Clarke County, US-VA, Appalachian National Scenic Trail, US",39.0291019413,-77.9581737376,4,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Belfield Pl, Lynchburg, VA, US",37.4221451051,-79.1815935356,4,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",39.1058332967,-78.1760382913,6,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blandy Farm Ln, Boyce, VA, US",39.0637888333,-78.063125,6,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Berryville, VA 22611, USA",39.1521660754,-77.9836120829,9,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Berryville, VA 22611, USA",39.1519765372,-77.9837180302,15,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Strasburg, VA, US",39.055709008,-78.3767993358,19224,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harrison St SE, Leesburg, VA, US",39.1139651975,-77.5621885155,7,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA 22827, USA",38.4116444,-78.5757816,8,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Mount Weather, VA 22611, USA",39.0926335382,-77.9784568772,2011,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Frederick, Virginia, United States",39.2101333333,-78.1776972222,10,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lee Hwy, Fairfax, VA, US",38.8500793954,-77.3479215876,25,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Radford, VA 24142, USA",37.1397694444,-80.5509722222,,,Radford,Virginia,Spotted Lanternfly,Lycorma delicatula
"Paris, VA 20130, USA",39.0241527778,-77.9651805556,,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Upperville, VA 20184, USA",38.9635315073,-77.8562390059,22,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah University, Winchester, VA, US",39.1664861667,-78.1577221667,19,,Winchester,Virginia,Spotted Lanternfly,Lycorma delicatula
"York County, VA, USA",37.2866693391,-76.6570136653,577,,York,Virginia,Spotted Lanternfly,Lycorma delicatula
